,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
373,Karera,42,IN,1562079162,31,25.46,78.13,37.23,3.59
374,Hermanus,100,ZA,1562079129,69,-34.42,19.24,18.33,6.26
375,Isangel,0,VU,1562079162,64,-19.55,169.27,22.83,2.82
376,Hay River,75,CA,1562079162,87,60.82,-115.79,11.0,7.7
377,Te Anau,100,NZ,1562079163,92,-45.41,167.72,9.23,0.82
378,Joniskis,40,LT,1562079163,59,56.24,23.62,18.0,9.8
379,Yulara,0,AU,1562079158,37,-25.24,130.99,10.0,1.5
380,Freeport,100,BS,1562079163,73,26.54,-78.7,29.53,3.79
381,Darnah,0,LY,1562078942,73,32.77,22.64,25.13,5.06
382,Gold Coast,0,AU,1562079163,93,-28.0,153.41,14.44,1.0
383,Mataura,100,NZ,1562079127,80,-46.19,168.86,10.0,0.89
384,Cherskiy,100,RU,1562079163,80,68.75,161.3,5.43,5.56
385,Tasiilaq,90,GL,1562079164,81,65.61,-37.64,7.0,13.9
386,Qaqortoq,75,GL,1562079164,93,60.72,-46.03,7.0,2.6
387,Dikson,100,RU,1562079148,99,73.51,80.55,5.63,3.61
388,Sokolo,0,ML,1562079164,19,14.74,-6.12,40.93,3.98
389,Severo-Kurilsk,100,RU,1562079149,95,50.68,156.12,5.53,1.74
390,Am Timan,0,TD,1562079164,46,11.04,20.28,32.93,3.06
391,Ribeira Grande,75,PT,1562079128,88,38.52,-28.7,22.0,4.1
392,Hermanus,100,ZA,1562079129,69,-34.42,19.24,18.33,6.26
393,Bredasdorp,94,ZA,1562079144,45,-34.53,20.04,20.0,11.3
394,Dhidhdhoo,100,MV,1562079164,74,6.88,73.1,28.63,5.38
395,Zhuhai,0,CN,1562079164,63,40.71,112.04,17.0,2.0
396,Rikitea,100,PF,1562079134,75,-23.12,-134.97,20.73,9.39
397,Ushuaia,75,AR,1562079129,86,-54.81,-68.31,1.0,2.1
398,Praia,0,BR,1562079165,44,-20.25,-43.81,25.0,2.6
399,Butaritari,100,KI,1562079129,70,3.07,172.79,29.23,3.77
400,La Palma,0,CO,1562079165,59,5.36,-74.39,26.93,1.83
401,Cayenne,100,GF,1562079165,83,4.94,-52.33,27.0,1.0
402,Tuktoyaktuk,75,CA,1562079129,87,69.44,-133.03,8.0,7.7
403,Lagoa,0,PT,1562079165,64,37.14,-8.45,26.11,4.6
404,Thompson,75,CA,1562079130,76,55.74,-97.86,11.0,3.6
405,Katsuura,75,JP,1562079131,94,33.93,134.5,22.0,3.1
406,Hermanus,100,ZA,1562079129,69,-34.42,19.24,18.33,6.26
407,Bluff,90,AU,1562079147,67,-23.58,149.07,17.53,3.26
408,Pisco,90,PE,1562079166,30,-13.71,-76.2,22.0,4.1
409,Muros,75,ES,1562079166,77,42.77,-9.06,31.11,4.1
410,Punta Arenas,20,CL,1562079137,80,-53.16,-70.91,1.0,2.6
411,Tautira,100,PF,1562079166,83,-17.73,-149.15,23.0,0.5
412,Santa Marta,75,CO,1562079054,70,11.24,-74.21,30.0,2.6
413,Iqaluit,5,CA,1562079148,65,63.75,-68.52,8.0,2.1
414,Catuday,100,PH,1562079166,83,16.29,119.81,28.03,14.24
415,Haapiti,100,PF,1562079166,83,-17.57,-149.87,23.0,0.5
416,Vao,50,EE,1562079166,74,59.1,26.19,17.33,4.07
417,Mataura,100,NZ,1562079127,80,-46.19,168.86,10.0,0.89
418,Tiksi,100,RU,1562079133,94,71.64,128.87,2.03,6.36
419,Korem,88,ET,1562079167,48,12.51,39.52,21.53,1.86
420,Karpogory,98,RU,1562079167,58,64.0,44.44,18.53,3.27
421,Kodiak,1,US,1562079146,45,39.95,-94.76,28.33,2.1
422,Nikolskoye,75,RU,1562079155,77,59.7,30.79,18.89,4.0
423,Grindavik,75,IS,1562079152,58,63.84,-22.43,13.0,2.1
424,Redlands,1,US,1562079167,26,34.06,-117.19,22.22,3.1
425,Tautira,100,PF,1562079166,83,-17.73,-149.15,23.0,0.5
426,Dikson,100,RU,1562079148,99,73.51,80.55,5.63,3.61
427,Severo-Kurilsk,100,RU,1562079149,95,50.68,156.12,5.53,1.74
428,Atuona,6,PF,1562079126,77,-9.8,-139.03,26.53,6.05
429,Meulaboh,100,ID,1562079167,61,4.14,96.13,29.73,1.33
430,Chuy,96,UY,1562079140,67,-33.69,-53.46,10.83,7.26
431,Provideniya,100,RU,1562079168,97,64.42,-173.23,6.13,1.24
432,Cidreira,0,BR,1562079144,52,-30.17,-50.22,14.63,2.35
433,Roald,75,NO,1562079168,87,62.58,6.12,8.0,8.7
434,Bluff,90,AU,1562079147,67,-23.58,149.07,17.53,3.26
435,Port-Cartier,75,CA,1562079168,67,50.03,-66.88,17.0,5.7
436,Sakaiminato,75,JP,1562079168,73,35.55,133.23,23.0,4.1
437,Luganville,15,VU,1562079168,96,-15.51,167.18,19.73,0.87
438,Albany,90,US,1562079140,68,42.65,-73.75,22.78,1.5
439,Bereznik,100,RU,1562079168,86,62.86,42.71,12.93,0.61
440,Sorong,100,ID,1562079169,96,-0.86,131.25,23.73,2.43
441,Hobart,75,AU,1562078949,65,-42.88,147.33,8.33,2.1
442,Port Elizabeth,1,US,1562079150,61,39.31,-74.98,30.0,3.6
443,Mathathane,0,BW,1562079169,20,-22.27,28.75,18.83,1.1
444,Vanimo,11,PG,1562079141,77,-2.67,141.3,28.03,3.12
445,Provideniya,100,RU,1562079168,97,64.42,-173.23,6.13,1.24
446,Avarua,49,CK,1562079147,68,-21.21,-159.78,21.0,4.6
447,Sabang,100,PH,1562079169,98,13.8,121.11,22.43,1.05
448,Toba,75,JP,1562079169,94,34.47,136.83,23.0,2.1
449,Newberry,1,US,1562079169,73,46.35,-85.51,21.0,2.11
450,Rikitea,100,PF,1562079134,75,-23.12,-134.97,20.73,9.39
451,Geraldton,5,CA,1562079141,53,49.72,-86.95,23.0,1.5
452,Chokurdakh,100,RU,1562079140,80,70.62,147.9,5.43,3.73
453,Port Alfred,0,ZA,1562079139,44,-33.59,26.89,19.44,3.58
454,Leeton,90,AU,1562079170,100,-34.55,146.4,6.0,2.09
455,Mahebourg,40,MU,1562078974,64,-20.41,57.7,23.0,4.6
456,Busselton,15,AU,1562079136,62,-33.64,115.35,10.0,4.96
457,Mnogovershinnyy,100,RU,1562079170,76,53.94,139.92,9.73,2.43
458,Punta Arenas,20,CL,1562079137,80,-53.16,-70.91,1.0,2.6
459,Vila Franca do Campo,20,PT,1562079170,83,37.72,-25.43,22.0,5.7
460,Lagoa,0,PT,1562079165,64,37.14,-8.45,26.11,4.6
461,Albany,90,US,1562079140,68,42.65,-73.75,22.78,1.5
462,Hilo,1,US,1562079129,78,19.71,-155.08,22.0,3.1
463,Tiksi,100,RU,1562079133,94,71.64,128.87,2.03,6.36
464,Tura,51,RU,1562079170,50,64.27,100.22,17.73,4.27
465,Luderitz,0,NA,1562079142,75,-26.65,15.16,13.93,10.27
466,Carutapera,100,BR,1562079171,92,-1.2,-46.02,26.83,3.74
467,Isangel,0,VU,1562079162,64,-19.55,169.27,22.83,2.82
468,Amahai,72,ID,1562079171,95,-3.31,129.0,26.67,4.22
469,Barra,20,GM,1562079171,70,13.49,-16.54,31.0,3.1
470,Albany,90,US,1562079140,68,42.65,-73.75,22.78,1.5
471,Ancud,75,CL,1562079171,100,-41.87,-73.83,4.0,2.1
472,Hinton,0,CA,1562079171,50,53.4,-117.57,10.63,2.01
473,Butaritari,100,KI,1562079129,70,3.07,172.79,29.23,3.77
474,Port Elizabeth,1,US,1562079150,61,39.31,-74.98,30.0,3.6
475,Port Elizabeth,1,US,1562079150,61,39.31,-74.98,30.0,3.6
476,Chokurdakh,100,RU,1562079140,80,70.62,147.9,5.43,3.73
477,Sola,0,TZ,1562079171,22,-3.17,33.8,29.33,3.64
478,Port Elizabeth,1,US,1562079150,61,39.31,-74.98,30.0,3.6
479,Aykhal,0,RU,1562079172,53,65.95,111.51,10.0,4.0
480,Saskylakh,18,RU,1562079172,69,71.97,114.09,6.63,4.41
481,Jamestown,0,AU,1562079126,89,-33.21,138.6,8.13,1.44
482,Kant,40,KG,1562078882,26,42.89,74.85,34.0,10.0
483,Slave Lake,75,CA,1562079172,67,55.28,-114.77,14.0,9.3
484,Kapaa,75,US,1562079134,78,22.08,-159.32,26.0,2.6
485,Ribeira Grande,75,PT,1562079128,88,38.52,-28.7,22.0,4.1
486,New Norfolk,75,AU,1562079134,65,-42.78,147.06,8.33,2.1
487,Chapais,40,CA,1562079172,77,49.78,-74.86,17.0,4.1
488,Ushuaia,75,AR,1562079129,86,-54.81,-68.31,1.0,2.1
489,Lasa,0,CY,1562079172,40,34.92,32.53,31.0,8.7
490,Daram,99,CM,1562079173,54,10.2,14.42,31.83,4.84
491,Sorata,0,BO,1562079173,63,-15.77,-68.65,9.43,4.34
492,Havoysund,75,NO,1562079173,81,71.0,24.66,8.0,7.2
493,Mbabane,0,SZ,1562079173,17,-26.33,31.14,23.0,2.1
494,Mecca,24,SA,1562079021,25,21.43,39.83,34.83,7.7
495,Porto Novo,2,BR,1562079173,60,-23.68,-45.44,23.0,1.5
496,Khatanga,82,RU,1562079138,39,71.98,102.47,15.23,1.9
497,Bluff,90,AU,1562079147,67,-23.58,149.07,17.53,3.26
498,Eagle Pass,40,MX,1562079173,73,28.71,-100.5,26.0,3.1
499,Lavrentiya,100,RU,1562079156,96,65.58,-170.99,6.23,2.44
500,Bluff,90,AU,1562079147,67,-23.58,149.07,17.53,3.26
